title,runtimeMinutes,averageRating,numVotes,director,writer,productionBudget,domesticGross,worldwideGross,releaseYear,releaseMonth,releaseDay,genre-1,genre-2,genre-3,budgetYear,domesticGrossYear,worldwideGrossYear
After Hours,97,7.6,79963,Martin Scorsese,Joseph Minion,4500000,10609321,10609321,1985,9,13,Comedy,Crime,Drama,2267.0025188916875,5344.746095717884,5344.746095717884
Day of the Dead,101,7.1,73957,George A. Romero,George A. Romero,3500000,5804262,34004262,1985,6,30,Horror,Thriller,NA,1763.2241813602016,2924.061460957179,17130.610579345088
Krush Groove,97,6.4,3532,Michael Schultz,Ralph Farquhar,3000000,11052713,11052713,1985,10,25,Comedy,Drama,Music,1511.3350125944585,5568.117380352644,5568.117380352644
The Last Dragon,109,6.8,17349,Michael Schultz,Louis Venosta,10000000,33000000,33000750,1985,3,22,Action,Comedy,Drama,5037.783375314862,16624.685138539044,16625.06297229219
Silver Bullet,95,6.4,31244,Daniel Attias,Stephen King,7000000,10803211,10803211,1985,10,11,Horror,NA,NA,3526.448362720403,5442.423677581864,5442.423677581864
Witchboard,98,5.7,8176,Kevin Tenney,Kevin Tenney,2000000,7369373,7369373,1986,12,31,Horror,Mystery,Thriller,1007.0493454179255,3710.661127895267,3710.661127895267
April Fool's Day,89,6.1,18124,Fred Walton,Danilo Bach,5000000,12947763,12947763,1986,3,27,Horror,Mystery,NA,2517.623363544814,6519.518126888218,6519.518126888218
Down by Law,107,7.7,55012,Jim Jarmusch,Jim Jarmusch,1100000,1436000,1436000,1986,9,26,Comedy,Crime,Drama,553.8771399798591,723.0614300100705,723.0614300100705
The Golden Child,94,6.0,59078,Michael Ritchie,Dennis Feldman,12000000,79817937,79817937,1986,12,12,Action,Adventure,Comedy,6042.296072507553,40190.300604229604,40190.300604229604
Platoon,120,8.1,436698,Oliver Stone,Oliver Stone,6000000,137963328,137978395,1986,12,19,Drama,War,NA,3021.1480362537764,69467.93957703927,69475.52618328299
Fatal Attraction,119,6.9,96308,Adrian Lyne,James Dearden,14000000,156645693,320099997,1987,9,18,Drama,Thriller,NA,7045.797684952189,78835.27579265225,161097.1298439859
Hellraiser,94,6.9,139445,Clive Barker,Clive Barker,1000000,14564000,14575148,1987,9,11,Horror,Thriller,NA,503.27126321087064,7329.642677403121,7335.253145445395
Ishtar,107,4.6,11845,Elaine May,Elaine May,40000000,14375181,14375181,1987,5,15,Action,Adventure,Comedy,20130.850528434825,7234.615500754907,7234.615500754907
La Bamba,108,6.9,36187,Luis Valdez,Luis Valdez,6500000,54215416,54215416,1987,7,24,Biography,Drama,Music,3271.2632108706593,27285.060895822848,27285.060895822848
The Princess Bride,98,8.0,448669,Rob Reiner,William Goldman,15000000,30857000,31046220,1987,9,25,Adventure,Comedy,Family,7549.06894816306,15529.441368897837,15624.670357322597
Radio Days,88,7.4,36066,Woody Allen,Woody Allen,16000000,14792779,14792779,1987,1,30,Comedy,NA,NA,8052.34021137393,7444.78057372924,7444.78057372924
Action Jackson,96,5.5,12491,Craig R. Baxley,Robert Reneau,7000000,20257000,20274718,1988,2,12,Action,Comedy,Crime,3521.1267605633802,10189.63782696177,10198.550301810865
"Bright Lights, Big City",107,5.7,8919,James Bridges,Jay McInerney,25000000,16118077,16118077,1988,4,1,Drama,NA,NA,12575.452716297787,8107.684607645875,8107.684607645875
Cocktail,104,5.9,91296,Roger Donaldson,Heywood Gould,20000000,78222753,78222753,1988,7,29,Comedy,Drama,Romance,10060.36217303823,39347.461267605635,39347.461267605635
Lady in White,113,6.5,7989,Frank LaLoggia,Frank LaLoggia,4700000,1705139,1705139,1988,4,22,Fantasy,Horror,Mystery,2364.185110663984,857.7157947686117,857.7157947686117
Midnight Run,126,7.5,93742,Martin Brest,George Gallo,30000000,38413606,81613606,1988,7,20,Action,Comedy,Crime,15090.543259557344,19322.73943661972,41053.12173038229
Phantasm II,97,6.4,16662,Don Coscarelli,Don Coscarelli,3000000,7282851,7282851,1988,7,8,Action,Fantasy,Horror,1509.0543259557344,3663.4059356136822,3663.4059356136822
School Daze,121,6.1,7980,Spike Lee,Spike Lee,6000000,14545844,14545844,1988,2,12,Comedy,Drama,Musical,3018.1086519114688,7316.822937625754,7316.822937625754
Young Guns,107,6.8,67467,Christopher Cain,John Fusco,13000000,44726644,44726644,1988,8,12,Action,Drama,Western,6539.235412474849,22498.311871227364,22498.311871227364
The Abyss,140,7.5,190796,James Cameron,James Cameron,70000000,54763229,54793434,1989,8,9,Adventure,Drama,Mystery,35193.56460532931,27533.046254399196,27548.232277526397
Dead Poets Society,128,8.1,539842,Peter Weir,Tom Schulman,16400000,95860116,239500000,1989,6,2,Comedy,Drama,NA,8245.34942182001,48195.13122171946,120412.267471091
Do the Right Thing,120,8.0,111574,Spike Lee,Spike Lee,6000000,26004026,26051502,1989,6,30,Comedy,Drama,NA,3016.5912518853697,13073.919557566616,13097.788838612369
Driving Miss Daisy,99,7.3,116922,Bruce Beresford,Alfred Uhry,7500000,106593296,106593296,1989,12,13,Comedy,Drama,Romance,3770.739064856712,53591.400703871295,53591.400703871295
